,LatitudeDegrees,LongitudeDegrees
269,37.4130029,-122.0924763
270,37.4130544,-122.0921198
271,37.4130664,-122.0922762
272,37.4131084,-122.0921132
273,37.4131204,-122.0922696
274,37.4132602,-122.0921947
275,37.4132617,-122.0922224
276,37.4132771,-122.0921294
277,37.4132786,-122.0921592
278,37.4132831,-122.0921588
279,37.4132834,-122.0922494
280,37.4132849,-122.0921927
281,37.4132852,-122.0922817
282,37.4132864,-122.0922203
283,37.4132879,-122.092249
284,37.4132942,-122.0920698
285,37.4132972,-122.0921277
286,37.4133053,-122.09228
287,37.4133083,-122.0923379
288,37.4133129,-122.0920682
289,37.4133134,-122.0920775
290,37.4133266,-122.092327
291,37.4133271,-122.0923363
292,37.4133277,-122.0920763
293,37.413328,-122.0920824
294,37.4133406,-122.0923197
295,37.4133409,-122.0923258
296,37.4134151,-122.0920689
297,37.4134154,-122.092075
298,37.413428,-122.0923125
299,37.4134283,-122.0923186
300,37.4134289,-122.0920585
301,37.4134294,-122.0920677
302,37.4134426,-122.0923174
303,37.4134431,-122.0923267
304,37.4134477,-122.0920569
305,37.4134506,-122.0921137
306,37.4134531,-122.0921458
307,37.4134578,-122.0922338
308,37.4134587,-122.0922663
309,37.4134619,-122.0923251
310,37.4134708,-122.092112
311,37.4134724,-122.0921442
312,37.4134771,-122.0922322
313,37.4134788,-122.0922647
314,37.4123839,-122.0897685
315,37.4124063,-122.0901761
316,37.4133945,-122.090376
317,37.4134094,-122.0906326
318,37.4130549,-122.0923593
319,37.4115476,-122.0920677
320,37.4117816,-122.0920999
321,37.4117858,-122.0919673
322,37.4117949,-122.0921307
323,37.4117959,-122.0921006
324,37.411804,-122.0921702
325,37.4118052,-122.0921313
326,37.4118089,-122.0921825
327,37.4118093,-122.0921705
328,37.4118373,-122.0921839
329,37.4118377,-122.0921719
330,37.4118549,-122.0921728
331,37.4118559,-122.0921412
332,37.4118711,-122.0921419
333,37.4118714,-122.0921346
334,37.4118771,-122.0919718
335,37.411878,-122.0919431
336,37.4118825,-122.0922061
337,37.4118848,-122.0921352
338,37.4119024,-122.0919443
339,37.4119028,-122.0919316
340,37.4119252,-122.0922082
341,37.4119274,-122.0921374
342,37.4119464,-122.0922093
343,37.4119486,-122.0921384
344,37.4119885,-122.0922114
345,37.4119907,-122.0921405
346,37.411992,-122.0919488
347,37.4119924,-122.0919361
348,37.4120115,-122.0919786
349,37.4120124,-122.0919499
350,37.412018,-122.092184
351,37.4120193,-122.092142
352,37.4120337,-122.0922001
353,37.4120342,-122.0921848
354,37.4120631,-122.0922016
355,37.4120635,-122.0921863
356,37.4120708,-122.0921867
357,37.4120722,-122.0921446
358,37.4120824,-122.0921451
359,37.4120834,-122.092115
360,37.4121008,-122.0921159
361,37.412105,-122.0919832
362,37.412416,-122.0903514
363,37.4124706,-122.0913409
364,37.4125126,-122.092102
365,37.4126827,-122.0926517
366,37.4126862,-122.0927191
367,37.4126902,-122.0927188
368,37.4126936,-122.0928606
369,37.4126961,-122.0929092
370,37.4126976,-122.0928603
371,37.4127196,-122.0929323
372,37.4127227,-122.0930148
373,37.4127396,-122.092647
374,37.4127406,-122.0926679
375,37.4128205,-122.092708
376,37.4128223,-122.0926611
377,37.4128247,-122.0927077
378,37.412826,-122.0929259
379,37.4128279,-122.0928495
380,37.4128291,-122.0930084
381,37.412832,-122.0928492
382,37.4128346,-122.0928978
383,37.4128577,-122.0927247
384,37.4128671,-122.092899
385,37.4128963,-122.0927214
386,37.4128966,-122.0927265
387,37.4129054,-122.0928904
388,37.4129057,-122.0928957
389,37.4129128,-122.0929165
390,37.4129173,-122.0929988
391,37.4130087,-122.0927119
392,37.413009,-122.0927169
393,37.4130178,-122.0928809
394,37.413018,-122.0928862
395,37.4130209,-122.0929073
396,37.4130253,-122.0929896
397,37.4130474,-122.0927086
398,37.4130567,-122.0928829
399,37.4131212,-122.0927356
400,37.413154,-122.0932936
401,37.4131985,-122.0927284
402,37.4132034,-122.0928121
403,37.4132055,-122.0928479
404,37.4132312,-122.0932864
405,37.41325,-122.0928438
406,37.4132535,-122.092904
407,37.4133573,-122.0928338
408,37.4133608,-122.092894
409,37.413399,-122.0927782
410,37.4134,-122.0927938
411,37.4134021,-122.0928296
412,37.4134316,-122.093332
413,37.4134765,-122.092771
414,37.413509,-122.0933248
415,37.4127025,-122.0953854
416,37.4127528,-122.096264
417,37.4117551,-122.093489
418,37.411808,-122.0926664
419,37.4118646,-122.0926575
420,37.4118796,-122.0928089
421,37.4119235,-122.092802
422,37.411965,-122.092632
423,37.4119738,-122.0927936
424,37.4120206,-122.0926273
425,37.4120293,-122.0927888
426,37.4120727,-122.0926205
427,37.4120762,-122.0926919
428,37.4120852,-122.0928114
429,37.4120887,-122.092883
430,37.4120926,-122.0929675
431,37.4120979,-122.0930775
432,37.4121003,-122.0926901
433,37.4121027,-122.0928819
434,37.4121061,-122.0928098
435,37.4121068,-122.0929664
436,37.4121534,-122.0926142
437,37.4121562,-122.0926703
438,37.4121755,-122.0926688
439,37.4121772,-122.0928761
440,37.4121796,-122.0929259
441,37.4121834,-122.0923913
442,37.4121855,-122.0928755
443,37.4121888,-122.0929252
444,37.4121899,-122.0929471
445,37.4121923,-122.0929963
446,37.4121927,-122.0930041
447,37.4122082,-122.0930029
448,37.412209,-122.0929457
449,37.4122114,-122.0929949
450,37.4122115,-122.0930688
451,37.4122134,-122.0929088
452,37.4122662,-122.092619
453,37.4122708,-122.0926937
454,37.4122765,-122.0929064
455,37.4122914,-122.0931455
456,37.4123009,-122.0927462
457,37.4123107,-122.092903
458,37.412324,-122.0926884
459,37.4123275,-122.0927436
460,37.4124213,-122.0926036
461,37.4124542,-122.0931293
462,37.4111382,-122.092021
463,37.4112087,-122.0919768
464,37.4113025,-122.0924361
465,37.411373,-122.0923919
466,37.4117738,-122.0952824
467,37.4126908,-122.0951835
468,37.4126931,-122.0952229
469,37.4137942,-122.0929874
470,37.4137929,-122.0929229
471,37.4138012,-122.0930225
472,37.4138003,-122.0929872
473,37.413799,-122.0929227
474,37.4137969,-122.0928262
475,37.4139028,-122.093019
476,37.4139009,-122.0929345
477,37.4139161,-122.092934
478,37.4139137,-122.0928223
479,37.4123736,-122.0895833
480,37.4135606,-122.0927458
481,37.4135775,-122.0929898
482,37.4136399,-122.0927371
483,37.4136471,-122.0928423
484,37.4136482,-122.0929389
485,37.4136512,-122.0929817
486,37.4136639,-122.0928405
487,37.4136675,-122.092893
488,37.4136691,-122.0929148
489,37.4136706,-122.0929365
490,37.4136722,-122.0928925
491,37.4136737,-122.0929143
492,37.4141194,-122.0924369
493,37.4141249,-122.0924391
494,37.4141325,-122.0924404
495,37.414155,-122.0920773
496,37.4141688,-122.0920759
497,37.4141766,-122.0920491
498,37.4141902,-122.0923976
499,37.4141978,-122.0924104
500,37.4141978,-122.0924178
501,37.4104628,-122.0895857
502,37.4109602,-122.0908382
503,37.4111181,-122.0920734
504,37.4113345,-122.0926316
505,37.4102044,-122.0931305
506,37.4104674,-122.0914907
507,37.4105396,-122.0929267
508,37.4106062,-122.0918352
509,37.4107563,-122.0903248
510,37.4108034,-122.0904433
511,37.4108684,-122.0916735
512,37.4109901,-122.0911979
513,37.411031,-122.0910165
514,37.4111371,-122.0912838
515,37.411208,-122.0925297
516,37.4112595,-122.0919397
517,37.4113733,-122.0924601
518,37.4113994,-122.0924107
519,37.4126841,-122.0926793
520,37.4126949,-122.0928849
521,37.4125392,-122.0925768
522,37.4126195,-122.0924219
523,37.412793,-122.0969686
524,37.4128235,-122.0926844
525,37.4128333,-122.0928735
526,37.412877,-122.0927231
527,37.4128864,-122.0928974
528,37.4130281,-122.0927103
529,37.4130374,-122.0928846
530,37.4136442,-122.0946326
531,37.4136871,-122.0953358
532,37.4138428,-122.0979793
533,37.4138647,-122.0984011
534,37.4138778,-122.0986116
535,37.4112144,-122.0926938
536,37.4141443,-122.0926458
537,37.4149503,-122.0927636
538,37.4116404,-122.0935157
539,37.4119998,-122.0972101
540,37.4143475,-122.0897582
541,37.4144842,-122.092223
542,37.4145428,-122.0932606
543,37.4103963,-122.0894146
544,37.399492,-122.0873008
545,37.3998929,-122.0883759
546,37.4046375,-122.0782513
547,37.4074835,-122.0811111
548,37.398769,-122.0853811
549,37.399248,-122.0846152
550,37.3999236,-122.0842047
551,37.4000357,-122.0846752
552,37.3993879,-122.0849977
553,37.4076567,-122.0814559
554,37.4025793,-122.0948915
555,37.405208,-122.0961575
556,37.4018796,-122.0933474
557,37.4117564,-122.0926318
558,37.4117683,-122.0926117
559,37.411782,-122.0929029
560,37.4117847,-122.0925974
561,37.4118171,-122.0933777
562,37.4118208,-122.093658
563,37.411823,-122.0928178
564,37.41183,-122.0928167
565,37.4118352,-122.0928699
566,37.4118405,-122.0929232
567,37.4118458,-122.0929764
568,37.4118657,-122.0925749
569,37.4118982,-122.0924246
570,37.4119258,-122.0927702
571,37.4119288,-122.0928553
572,37.411934,-122.0929085
573,37.4119393,-122.0929617
574,37.4120178,-122.0925493
575,37.4120756,-122.0937034
576,37.4121017,-122.0934117
577,37.396983,-122.078894
578,37.3996107,-122.0769822
579,37.3996159,-122.0779984
580,37.3998192,-122.0782118
581,37.3999427,-122.0789838
582,37.4001265,-122.0789818
583,37.4002222,-122.079713
584,37.4007811,-122.0797071
585,37.4008766,-122.0795573
586,37.401271,-122.079036
587,37.4116348,-122.0934096
588,37.4139822,-122.0926209
589,37.41671,-122.0958231
590,37.416666,-122.0950388
591,37.4098761,-122.0936353
592,37.4093444,-122.0939454
593,37.4101587,-122.0934697
594,37.4083834,-122.0945069
595,37.4071406,-122.0952348
596,37.4115947,-122.0928543
597,37.4114094,-122.0929083
598,37.4110492,-122.0951742
599,37.4110767,-122.0951912
600,37.4110279,-122.0951465
601,37.4103565,-122.0934302
602,37.4103533,-122.0934055
603,37.4103648,-122.0933584
604,37.4103785,-122.0933403
605,37.4103561,-122.0933808
606,37.4103656,-122.0934524
607,37.4103959,-122.0933283
608,37.4106718,-122.0931707
609,37.4109387,-122.0930313
610,37.4114286,-122.0927474
611,37.411447,-122.0927439
612,37.4114814,-122.0927599
613,37.4114937,-122.0927775
614,37.4114653,-122.0927482
615,37.4114122,-122.0927584
616,37.4115006,-122.0927993
617,37.4115379,-122.0931258
618,37.4115166,-122.092924
619,37.4115629,-122.093494
620,37.4115774,-122.0941633
621,37.4115909,-122.0949515
622,37.4111071,-122.0951953
623,37.4135132,-122.092413
624,37.4134491,-122.0913088
625,37.4139117,-122.0913816
626,37.4139596,-122.0924787
627,37.4139072,-122.0923727
628,37.4138664,-122.0923734
629,37.4138366,-122.092366
630,37.4138046,-122.0923378
631,37.4137947,-122.0922557
632,37.4137874,-122.0922203
633,37.4137494,-122.0921662
634,37.4137223,-122.0921529
635,37.4137929,-122.0922922
636,37.4137718,-122.0921894
637,37.4136933,-122.0921507
638,37.4136091,-122.0922574
639,37.4138216,-122.0915042
640,37.4135803,-122.091607
641,37.4136425,-122.0915246
642,37.413746,-122.091486
643,37.413553,-122.0918054
644,37.4135554,-122.0923398
645,37.4135554,-122.0922621
646,37.4135508,-122.0917174
647,37.4135662,-122.0916345
648,37.4136029,-122.0915629
649,37.4137209,-122.091485
650,37.4137886,-122.0914878
651,37.4138515,-122.0915191
652,37.413877,-122.0915593
653,37.4135612,-122.092136
654,37.4136565,-122.091511
655,37.4138946,-122.0916049
656,37.4138994,-122.091735
657,37.4138968,-122.0918202
658,37.413891,-122.0918401
659,37.4138813,-122.091912
660,37.4139207,-122.0926114
661,37.4135676,-122.0922473
662,37.4136171,-122.0922567
663,37.4137849,-122.0922936
664,37.4138856,-122.0922004
665,37.4138872,-122.0922332
666,37.4143548,-122.0898896
667,37.4143843,-122.0904219
668,37.4143596,-122.0899754
669,37.4140864,-122.0922312
670,37.4140906,-122.0923345
671,37.4139644,-122.0920093
672,37.4142122,-122.092034
673,37.4142202,-122.0921634
674,37.4139717,-122.0918817
675,37.4141679,-122.0921685
676,37.4141815,-122.0923878
677,37.414349,-122.0923713
678,37.4143218,-122.0919328
679,37.414287,-122.0926677
680,37.4142449,-122.0919982
681,37.4144736,-122.0920314
682,37.414462,-122.0918235
683,37.414448,-122.0915714
684,37.4144385,-122.0913988
685,37.4144103,-122.0908917
686,37.4144021,-122.0907424
687,37.4143717,-122.0901933
688,37.4174411,-122.1060439
689,37.4127707,-122.096577
690,37.4123511,-122.0891747
691,37.4115176,-122.0924123
692,37.4116135,-122.0923787
693,37.412349,-122.0891356
694,37.4143774,-122.090296
695,37.4155199,-122.1019278
696,37.4154375,-122.1017577
697,37.4153519,-122.1015775
698,37.4119128,-122.0925759
699,37.4121919,-122.0925371
700,37.4124539,-122.0924002
701,37.4125202,-122.0922411
702,37.4127288,-122.0924445
703,37.4123772,-122.0923975
704,37.4114514,-122.0925707
705,37.411288,-122.0925139
706,37.4129928,-122.0923225
707,37.4112567,-122.0930028
708,37.4115219,-122.0928562
709,37.41142,-122.0930473
710,37.410517,-122.0916548
711,37.410573,-122.0917967
712,37.4106654,-122.0920307
713,37.4108147,-122.0924089
714,37.4108424,-122.0924791
715,37.4113631,-122.092765
716,37.4114381,-122.0925776
717,37.4117493,-122.0924528
718,37.4116084,-122.0923544
719,37.4115827,-122.092724
720,37.4125179,-122.092199
721,37.412541,-122.0926074
722,37.4117338,-122.0930801
723,37.4110715,-122.0913177
724,37.4145023,-122.0925492
725,37.4146581,-122.0927228
726,37.4145206,-122.0928736
727,37.4143873,-122.0926832
728,37.4142791,-122.0925424
729,37.4142126,-122.0928106
730,37.4135524,-122.0924326
731,37.4139138,-122.0924927
732,37.4144597,-122.0934194
733,37.4128208,-122.0974561
734,37.4128232,-122.0974983
735,37.411446,-122.0921153
736,37.4141804,-122.0926513
737,37.4140828,-122.0926363
738,37.413512,-122.0927065
739,37.4135505,-122.0933353
740,37.4135276,-122.0934322
741,37.4134973,-122.0934466
742,37.4131524,-122.0933918
743,37.4131222,-122.0932737
744,37.4130938,-122.0927717
745,37.4130867,-122.0926349
746,37.4130976,-122.0924898
747,37.4144288,-122.091225
748,37.414466,-122.0918957
749,37.4144796,-122.0921406
750,37.4146855,-122.0923693
751,37.4147638,-122.0925302
752,37.4147449,-122.0925275
753,37.4147435,-122.0925438
754,37.4147625,-122.0925445
755,37.414902,-122.0922917
756,37.4149628,-122.0923002
757,37.4149007,-122.0923072
758,37.4149614,-122.0923157
759,37.4146978,-122.0922474
760,37.4147932,-122.0922606
761,37.4146951,-122.0922786
762,37.4147904,-122.0922919
763,37.4146549,-122.0924051
764,37.4146616,-122.0923286
765,37.4146728,-122.0923301
766,37.4146661,-122.0924066
767,37.415009,-122.0925928
768,37.4149474,-122.0925842
769,37.4148647,-122.0925713
770,37.414804,-122.0925628
771,37.4148051,-122.0925504
772,37.4148658,-122.0925588
773,37.4149486,-122.0925704
774,37.4150102,-122.0925789
775,37.4151002,-122.0923747
776,37.4150738,-122.092371
777,37.4150555,-122.0925494
778,37.4150845,-122.0925534
779,37.4146809,-122.0924632
780,37.4146613,-122.0924605
781,37.4150524,-122.0925848
782,37.4146747,-122.0925342
783,37.4146775,-122.0922761
784,37.4150772,-122.0923318
785,37.4137232,-122.092581
786,37.4137251,-122.0927868
787,37.4137526,-122.0931076
788,37.4138205,-122.0931702
789,37.4139538,-122.0931691
790,37.4146849,-122.0922619
791,37.4044052,-122.0782522
792,37.4046583,-122.078251
793,37.4123924,-122.0899238
794,37.4124009,-122.090078
795,37.4123971,-122.0900089
796,37.41272,-122.0956886
797,37.4117803,-122.0956318
798,37.412745,-122.0961276
799,37.4137126,-122.0957537
800,37.4128035,-122.0971524
801,37.4110776,-122.0929985
802,37.4114227,-122.0927929
803,37.4114588,-122.0928106
804,37.4114961,-122.0929731
805,37.4115206,-122.0933251
806,37.4112422,-122.0935031
807,37.414423,-122.0911192
808,37.4143991,-122.0906881
809,37.4127975,-122.0970477
810,37.4112811,-122.0918534
811,37.4114308,-122.0923652
812,37.4114277,-122.0924136
813,37.4114083,-122.0924524
814,37.4113524,-122.0924756
815,37.4109925,-122.0926899
816,37.4109632,-122.092688
817,37.4109248,-122.0926699
818,37.4108874,-122.0925931
819,37.4124492,-122.0909522
