,LatitudeDegree,LongitudeDegree
62,37.4157947,-122.07936316666668
63,37.415793666666666,-122.07936283333332
64,37.41579311666667,-122.07936399999998
65,37.415791033333335,-122.07936516666665
66,37.41579121666667,-122.07936416666668
67,37.415790916666666,-122.07936300000001
68,37.415789583333336,-122.07936066666667
69,37.415788883333335,-122.07935666666665
70,37.41578843333333,-122.07935450000001
71,37.41578631666666,-122.079356
72,37.41578498333333,-122.07935733333333
73,37.41578415,-122.07935833333335
74,37.415784466666665,-122.0793575
75,37.415783733333335,-122.07935933333334
76,37.41578383333333,-122.07936149999999
77,37.41578395,-122.07935633333334
78,37.415783016666666,-122.07935516666666
79,37.41578245,-122.07935283333333
80,37.415781300000006,-122.07935183333332
81,37.415782,-122.0793515
82,37.41578091666667,-122.07934583333332
83,37.4157797,-122.07934666666667
84,37.41577845,-122.07934533333334
85,37.415776183333335,-122.079347
86,37.41577676666667,-122.07934833333333
87,37.41577541666666,-122.07934949999999
88,37.4157753,-122.07934883333334
89,37.4157731,-122.07935733333333
90,37.4157701,-122.07936666666667
91,37.41576158333333,-122.07938
92,37.415741483333335,-122.079394
93,37.41570708333334,-122.07940316666667
94,37.41564581666667,-122.07940883333335
95,37.41558015,-122.07940599999999
96,37.415521150000004,-122.07939716666667
97,37.415476266666666,-122.07938316666666
98,37.41544891666667,-122.07936050000002
99,37.41542486666666,-122.07934483333332
100,37.41541576666667,-122.079325
101,37.41541161666667,-122.07928383333335
102,37.41542088333333,-122.07921716666667
103,37.415433549999996,-122.07909883333332
104,37.415464300000004,-122.07896899999999
105,37.415494849999995,-122.07883183333334
106,37.41552351666667,-122.07871283333334
107,37.415542433333336,-122.07861116666666
108,37.41554675,-122.07852166666667
109,37.415557033333336,-122.07845283333333
110,37.41555961666666,-122.07839833333334
111,37.415335752634135,-122.07796225913071
112,37.4154785,-122.0779548
113,37.4154883,-122.0779472
114,37.415436,-122.0779655
115,37.4154785,-122.0779548
116,37.4154553,-122.0779588
117,37.4154553,-122.0779588
118,37.4154553,-122.0779588
119,37.4154553,-122.0779588
120,37.4154785,-122.0779548
121,37.4154785,-122.0779548
122,37.4154785,-122.0779548
123,37.4154553,-122.0779588
124,37.4154553,-122.0779588
125,37.4154553,-122.0779588
126,37.4154553,-122.0779588
127,37.4154553,-122.0779588
128,37.4154553,-122.0779588
129,37.4154553,-122.0779588
130,37.4154553,-122.0779588
131,37.4154553,-122.0779588
132,37.4154553,-122.0779588
133,37.4154553,-122.0779588
134,37.4154553,-122.0779588
135,37.4154553,-122.0779588
136,37.4154553,-122.0779588
137,37.4154553,-122.0779588
138,37.4154553,-122.0779588
139,37.4154553,-122.0779588
140,37.415436,-122.0779655
141,37.415436,-122.0779655
142,37.415436,-122.0779655
143,37.4154553,-122.0779588
144,37.4154553,-122.0779588
145,37.4154785,-122.0779548
146,37.4154785,-122.0779548
147,37.4154785,-122.0779548
148,37.4154883,-122.0779472
149,37.4154883,-122.0779472
150,37.4154883,-122.0779472
151,37.4154883,-122.0779472
152,37.4153305,-122.0779713
153,37.4154553,-122.0779588
154,37.4154785,-122.0779548
155,37.4154883,-122.0779472
156,37.4154883,-122.0779472
157,37.4154883,-122.0779472
158,37.4154883,-122.0779472
159,37.4154553,-122.0779588
160,37.4154246,-122.0779683
161,37.4153713,-122.0779704
162,37.4153163,-122.0779667
163,37.4152748,-122.0779707
164,37.4152113,-122.0779718
165,37.4151511,-122.0779747
166,37.4150831,-122.0779758
167,37.4150183,-122.0779745
168,37.4149237,-122.0779738
169,37.4148541,-122.0779706
170,37.4148151,-122.0779743
171,37.4147402,-122.0779715
172,37.414699,-122.0779747
173,37.4146182,-122.0779712
174,37.4146182,-122.0779712
175,37.4145734,-122.0779746
176,37.4145471,-122.0779762
177,37.4144923,-122.0779715
178,37.4144484,-122.0779749
179,37.4144207,-122.0779766
180,37.4143233,-122.0779756
181,37.4137108,-122.0780539
182,37.41368,-122.0781252
183,37.4135656,-122.0782462
184,37.4135656,-122.0782462
185,37.4134872,-122.0782991
186,37.41335898333333,-122.078425
187,37.41320493333333,-122.07847650000001
188,37.413067166666664,-122.07857516666667
189,37.41295358333333,-122.078732
190,37.41286483333333,-122.07890450000001
191,37.41282891666666,-122.07908583333334
192,37.41283388333333,-122.07926616666667
193,37.41287186666667,-122.07946116666666
194,37.412925333333334,-122.07966650000002
195,37.41299395,-122.0798805
196,37.41299395,-122.0798805
197,37.413083300000004,-122.08011033333332
198,37.41320378333333,-122.08035450000001
199,37.41320378333333,-122.08035450000001
200,37.41331801666667,-122.08059466666667
201,37.4134529,-122.08083583333334
202,37.4134529,-122.08083583333334
203,37.413591233333335,-122.08105683333334
204,37.41374381666667,-122.08124966666668
205,37.413819758231995,-122.08149924516844
206,37.4138346,-122.0815201
207,37.414022300000006,-122.08165050000001
208,37.41413728333334,-122.08187133333334
209,37.41424731666667,-122.082066
210,37.41436143333333,-122.08228216666666
211,37.41438436666667,-122.08230200000001
212,37.4147213,-122.0829425
213,37.4147213,-122.0829425
214,37.4147789,-122.0830782
215,37.4153621,-122.084251
216,37.415477216666666,-122.08446299999999
217,37.41565583333333,-122.0847185
218,37.41582606666667,-122.08497299999999
219,37.41599288333334,-122.08521966666667
220,37.41616978333333,-122.08546916666667
221,37.41634036666667,-122.08571533333334
222,37.41652186666667,-122.08596549999999
223,37.41670263333333,-122.08621749999999
224,37.41688558333333,-122.08647433333333
225,37.41707278333333,-122.08673916666666
226,37.417264016666664,-122.08700516666667
227,37.417455233333335,-122.08727116666665
228,37.417650116666664,-122.0875385
229,37.4178477,-122.08780866666666
230,37.41804296666667,-122.08807649999999
231,37.41823735,-122.08834333333334
232,37.4184264,-122.08860683333333
233,37.41861311666666,-122.08886783333334
234,37.41879801666666,-122.08912733333334
235,37.41898286666667,-122.08938216666665
236,37.419165666666665,-122.08963700000001
237,37.41934596666667,-122.08988633333333
238,37.419523483333336,-122.09013166666666
239,37.419696433333336,-122.09037116666666
240,37.41986965,-122.09060783333334
241,37.4200406,-122.09084016666665
242,37.420206883333336,-122.09107083333335
243,37.42036961666667,-122.09129983333332
244,37.420533633333335,-122.0915275
245,37.42069863333334,-122.091755
246,37.420862166666666,-122.09198166666665
247,37.42102121666667,-122.0922035
248,37.42117148333333,-122.09241616666668
249,37.42131258333333,-122.09260666666665
250,37.421449700000004,-122.09277249999998
251,37.421578833333335,-122.09291733333333
252,37.421721133333335,-122.09304516666667
253,37.4218615,-122.09310233333332
254,37.42198925,-122.09308483333334
255,37.422101383333334,-122.09303983333332
256,37.422196650000004,-122.09294616666666
257,37.42226376666667,-122.092808
258,37.42230356666666,-122.09266083333333
259,37.422292266666666,-122.09250683333333
260,37.42226986666667,-122.09237666666668
261,37.422202633333335,-122.0922715
262,37.4221023,-122.09218583333335
263,37.4221024,-122.0922414
264,37.4220353,-122.092208
265,37.42185051666667,-122.09215133333333
266,37.42175341666667,-122.09218983333334
267,37.42163866666667,-122.09222
268,37.42152101666667,-122.09226316666667
269,37.42138395,-122.09232500000002
270,37.42120898333334,-122.09240316666667
271,37.42104221666667,-122.09248133333334
272,37.42089891666667,-122.09255783333334
273,37.42075963333333,-122.09263000000001
274,37.42064736666667,-122.09268983333335
275,37.42055051666667,-122.09273800000001
276,37.42048113333333,-122.09277683333333
277,37.420428216666664,-122.09280500000001
278,37.420373133333335,-122.09282049999999
279,37.42033358333333,-122.09283483333333
280,37.42031031666667,-122.0928365
281,37.420301699999996,-122.09284033333333
282,37.420301316666674,-122.09284350000001
283,37.42029713333333,-122.09284266666667
284,37.420280749999996,-122.09284666666666
285,37.42026863333333,-122.09285266666666
286,37.420257883333335,-122.092858
287,37.42024631666666,-122.09286349999999
288,37.42023806666667,-122.09286666666667
289,37.42023356666667,-122.09286716666665
290,37.420231066666666,-122.09286716666665
291,37.420230233333335,-122.09286483333332
292,37.420230950000004,-122.0928655
293,37.42023151666667,-122.09286533333334
294,37.42023215,-122.09286500000002
295,37.42023255,-122.09286566666667
296,37.42023221666667,-122.09286500000002
297,37.42023051666667,-122.09286433333334
298,37.42022991666667,-122.09286283333334
299,37.42023115,-122.09286333333333
300,37.42023075,-122.09286383333334
301,37.42022623333333,-122.09286516666667
302,37.42022068333333,-122.09287033333334
303,37.42020181666667,-122.09287983333334
304,37.42017108333334,-122.09289333333332
305,37.42012565,-122.09291266666666
306,37.4200672,-122.09294033333332
307,37.41999545,-122.09297516666666
308,37.41993093333333,-122.09300783333335
309,37.41987265,-122.09303833333334
310,37.41982531666667,-122.09306266666665
311,37.419790866666666,-122.09307933333334
312,37.41976446666667,-122.09309266666666
313,37.419754233333336,-122.09309999999999
314,37.4197484,-122.09310249999999
315,37.419746866666664,-122.09310466666666
316,37.419747566666665,-122.09310466666666
317,37.41974985,-122.09310333333333
318,37.41975211666667,-122.09310216666667
319,37.4197548,-122.09310383333334
320,37.41975268333333,-122.09310233333332
321,37.419752583333334,-122.09310150000002
322,37.41975171666666,-122.09309983333333
323,37.419749949999996,-122.09309833333333
324,37.41974643333333,-122.09309633333332
325,37.41974603333333,-122.09309533333332
326,37.419746483333334,-122.09309583333334
327,37.419754600000005,-122.09310150000002
328,37.41976431666667,-122.09310699999999
329,37.4197775,-122.09311316666665
330,37.4197888,-122.09311950000001
331,37.41979326666667,-122.09311983333333
332,37.41979918333333,-122.09312133333333
333,37.41980171666667,-122.0931235
334,37.419806333333334,-122.09312833333334
335,37.41981035,-122.09313183333333
336,37.419813633333334,-122.093134
337,37.41981526666667,-122.09313183333333
338,37.41981371666667,-122.09312633333333
339,37.4198116,-122.09312483333333
340,37.419811200000005,-122.09312533333332
341,37.41981028333333,-122.0931275
342,37.4198087,-122.09312900000002
343,37.41980705,-122.09312849999999
344,37.419804649999996,-122.09312733333333
345,37.4198027,-122.09312733333333
346,37.41980205,-122.09312783333334
347,37.419799983333334,-122.09312466666667
348,37.419799033333334,-122.09312266666666
349,37.419799633333334,-122.09312300000002
350,37.41979918333333,-122.09312183333334
351,37.419798316666665,-122.09312100000001
352,37.419795316666665,-122.09312066666668
353,37.41979418333334,-122.0931215
354,37.419791700000005,-122.09311983333333
355,37.41978951666667,-122.09312
356,37.419787533333334,-122.09311966666668
357,37.41978768333333,-122.09311883333334
358,37.419785266666665,-122.09311783333332
359,37.41978391666667,-122.0931165
360,37.419783550000005,-122.09311483333335
361,37.419782266666665,-122.09311333333332
362,37.41978165,-122.09311216666669
363,37.41978185,-122.09311199999999
364,37.41978345,-122.09311116666667
365,37.4197822,-122.09311016666668
366,37.41978236666667,-122.0931095
367,37.41978151666667,-122.0931095
368,37.41978045,-122.09310766666667
369,37.41978045,-122.09310833333332
370,37.419780599999996,-122.09310683333334
371,37.41978085,-122.09310583333333
372,37.419781283333336,-122.09310500000001
373,37.41978045,-122.0931045
374,37.41978105,-122.09310616666669
375,37.41977883333333,-122.09310433333333
376,37.41977733333333,-122.09310433333333
377,37.419776266666666,-122.09310416666668
378,37.41977456666667,-122.09310416666668
379,37.41977365,-122.0931045
380,37.419773549999995,-122.09310500000001
381,37.41977238333333,-122.0931045
382,37.41977156666667,-122.09310533333334
383,37.41977216666667,-122.09310633333334
384,37.41977085,-122.09310750000002
385,37.4197713,-122.09310849999999
386,37.419771149999995,-122.09310966666665
387,37.41977068333333,-122.09310966666665
388,37.419770383333336,-122.09311166666666
389,37.41977021666666,-122.09311266666667
390,37.419769916666674,-122.09311333333332
391,37.41977091666667,-122.09311383333333
392,37.419772116666664,-122.09311283333334
393,37.419773549999995,-122.09311316666665
394,37.41977465,-122.09311383333333
395,37.419775400000006,-122.09311316666665
396,37.419777716666665,-122.09311199999999
397,37.419777849999996,-122.09311066666666
398,37.41977805,-122.09310883333335
399,37.419777966666665,-122.09310849999999
400,37.41977611666667,-122.09310683333334
401,37.4197732,-122.09310333333333
402,37.41977188333333,-122.09310116666666
403,37.41977003333333,-122.09310016666669
404,37.41976875,-122.09309800000001
405,37.419767566666664,-122.09309833333333
406,37.41976605,-122.093097
407,37.41976511666667,-122.09309533333332
408,37.419765500000004,-122.093094
409,37.4197648,-122.09309300000001
410,37.41976496666667,-122.09309366666666
411,37.419761816666664,-122.09309516666666
412,37.41975093333333,-122.09310233333332
413,37.419721816666666,-122.09311766666666
414,37.419668333333334,-122.09313633333335
415,37.41961308333334,-122.09314233333335
416,37.419554616666666,-122.09312583333333
417,37.419499933333334,-122.09308183333333
418,37.41946166666666,-122.09297900000001
419,37.419431016666664,-122.09285200000001
420,37.41943125,-122.09272266666667
421,37.41946,-122.09260449999998
422,37.41950868333333,-122.09249700000001
423,37.419576883333335,-122.09240633333333
424,37.41965343333333,-122.09231700000001
425,37.41972285,-122.09222100000001
426,37.41978683333333,-122.09212233333334
427,37.419844733333335,-122.09201650000001
428,37.41989375,-122.09190883333333
429,37.41992968333333,-122.09179083333332
430,37.41993481666667,-122.09165816666668
431,37.41991101666667,-122.09151316666666
432,37.419859433333336,-122.09136683333332
433,37.41978783333333,-122.09122183333332
434,37.419698866666664,-122.09107366666667
435,37.41959275,-122.090919
436,37.419482083333335,-122.09075483333332
437,37.4193684,-122.09059083333335
438,37.4192534,-122.0904185
439,37.41912258333333,-122.09023533333333
440,37.41900268333333,-122.09005316666668
441,37.418879616666665,-122.08987549999999
442,37.41876116666666,-122.08970266666665
443,37.418643100000004,-122.08953483333335
444,37.418525,-122.08936916666669
445,37.41841063333333,-122.089208
446,37.41829368333333,-122.08904466666667
447,37.418174783333335,-122.08888366666666
448,37.41805256666667,-122.08872166666667
449,37.41792816666667,-122.08855516666667
450,37.41780644999999,-122.08838883333334
451,37.4176851,-122.0882175
452,37.41756016666667,-122.08804299999998
453,37.41743245,-122.08786833333333
454,37.4173055,-122.08769383333335
455,37.41717415,-122.08751400000001
456,37.41704323333333,-122.08733266666668
457,37.41691135,-122.08715316666667
458,37.4167776,-122.086972
459,37.416646199999995,-122.08678966666666
460,37.416511799999995,-122.086604
461,37.41637175,-122.08641283333333
462,37.41622723333333,-122.086218
463,37.416083316666665,-122.08602183333332
464,37.41593955,-122.08582633333332
465,37.415793883333336,-122.08562750000002
466,37.4156478,-122.08542383333334
467,37.41549833333333,-122.08521549999999
468,37.415345583333334,-122.08500616666667
469,37.415190349999996,-122.08479549999998
470,37.4150346,-122.08458733333333
471,37.4148822,-122.08437950000001
472,37.414734816666666,-122.08417283333334
473,37.41459921666667,-122.08396783333335
474,37.414474866666666,-122.08376133333334
475,37.414346916666666,-122.08355333333333
476,37.41421256666667,-122.08334333333332
477,37.414086383333334,-122.08312666666667
478,37.41396581666667,-122.08290816666667
479,37.413832983333336,-122.08268500000001
480,37.41370646666667,-122.08245816666667
481,37.41358315,-122.08223016666668
482,37.413456333333336,-122.08199316666666
483,37.41332153333334,-122.08175016666668
484,37.41313916581837,-122.08152300549109
485,37.41305018333333,-122.08123816666667
486,37.41291985,-122.08097449999998
487,37.41279345,-122.08071116666666
488,37.41266901666667,-122.080454
489,37.41254661666667,-122.08020833333333
490,37.41242939999999,-122.07998
491,37.412323083333334,-122.07977883333334
492,37.41222525,-122.079624
493,37.412120800000004,-122.0794955
494,37.412004366666665,-122.07939083333333
495,37.41187585,-122.07933399999999
496,37.41173915,-122.07930166666665
497,37.411599450000004,-122.07927483333333
498,37.41145423333333,-122.07928883333334
499,37.41130321666667,-122.07926716666667
500,37.41116923333333,-122.07921166666665
501,37.411051566666664,-122.07914483333334
502,37.410946216666666,-122.07907033333335
503,37.41085853333333,-122.07895850000001
504,37.41077595,-122.078833
505,37.410711,-122.0787165
506,37.4106644,-122.07862099999998
507,37.410629783333334,-122.0785295
508,37.4106048,-122.07848
509,37.410590666666664,-122.07843816666667
510,37.41057708333334,-122.07840733333333
511,37.41056883333333,-122.07836933333334
512,37.41056335,-122.07833966666666
513,37.4105546,-122.07830899999999
514,37.4105475,-122.07828083333334
515,37.41053816666667,-122.07825566666666
516,37.41052788333333,-122.07822983333332
517,37.410507333333335,-122.07819616666666
518,37.41046488333333,-122.07815916666665
519,37.4104039,-122.07813399999999
520,37.41031101666667,-122.07812216666667
521,37.410172966666664,-122.07810516666665
522,37.41001363333333,-122.07809616666667
523,37.40986833333333,-122.0780925
524,37.409717916666665,-122.0780885
525,37.40957638333334,-122.07808616666668
526,37.40944125,-122.078083
527,37.409313733333335,-122.07808933333332
528,37.4091936,-122.07809049999999
529,37.4090787,-122.0780925
530,37.408978266666665,-122.07809700000001
531,37.408897083333336,-122.07810400000001
532,37.40882876666667,-122.07810616666666
533,37.4087642,-122.07810650000002
534,37.408715683333334,-122.07810616666666
535,37.40870021666667,-122.07811050000001
536,37.40871558333333,-122.07810933333333
537,37.408721050000004,-122.07810866666665
538,37.408719983333334,-122.0781145
539,37.40871443333333,-122.0781205
540,37.40871435,-122.07812566666668
541,37.4087091,-122.07813316666667
542,37.408709683333335,-122.078136
543,37.40870868333333,-122.07813516666666
544,37.40870053333333,-122.07814066666667
545,37.40868136666666,-122.07813866666666
546,37.4086397,-122.078137
547,37.4085888,-122.07813900000001
548,37.408506949999996,-122.07813483333332
549,37.408506949999996,-122.07813483333332
550,37.40838711666667,-122.07813166666668
551,37.4082396,-122.07813766666668
552,37.40806301666667,-122.07814133333335
553,37.40786803333333,-122.07813783333334
554,37.40769173333333,-122.07812549999998
555,37.407510933333334,-122.07810666666667
556,37.407335350000004,-122.07810166666668
557,37.40715556666667,-122.07808783333333
558,37.40699751666667,-122.07807849999999
559,37.40686256666667,-122.07806766666666
560,37.40673185,-122.07804733333333
561,37.40663576666667,-122.07804016666665
562,37.4065459,-122.078029
563,37.40650635,-122.07802366666668
564,37.40648628333334,-122.07803466666668
565,37.40650803333333,-122.07803666666665
566,37.40650445000001,-122.07803216666667
567,37.40650591666667,-122.07801983333333
568,37.40650733333334,-122.07801333333333
569,37.406508433333336,-122.07800666666665
570,37.40650255,-122.07798533333334
571,37.4065129,-122.07799716666665
572,37.40651328333333,-122.077994
573,37.40651378333334,-122.07800166666667
574,37.40651155,-122.07799949999999
575,37.406512033333335,-122.07799816666666
576,37.4065107,-122.07799333333332
577,37.40650888333333,-122.07799183333333
578,37.4065074,-122.077981
579,37.406509033333336,-122.07798333333334
580,37.40650836666667,-122.07798266666666
581,37.40650443333333,-122.07797950000001
582,37.40650225,-122.07797166666666
583,37.40649916666667,-122.07796383333334
584,37.4065,-122.077962
585,37.406500183333335,-122.07796083333332
586,37.40650288333333,-122.07796166666667
587,37.40650585,-122.07796250000001
588,37.40650886666666,-122.07796566666666
589,37.406512049999996,-122.07797183333332
590,37.40651235,-122.07797116666667
591,37.40651268333333,-122.07796916666666
592,37.406511466666664,-122.07796600000002
593,37.406510133333335,-122.07796116666665
594,37.40650958333333,-122.07795783333334
595,37.40651026666667,-122.07795966666666
596,37.4065089,-122.07796483333335
597,37.4064912,-122.077963
598,37.4065466,-122.0780212
599,37.4064831,-122.0780259
600,37.4063957,-122.0780243
601,37.4062656,-122.0780248
602,37.4061249,-122.0780195
603,37.4059838,-122.0780253
604,37.4057885,-122.078023
605,37.4055972,-122.0780253
606,37.4053846,-122.0780276
607,37.4052112,-122.0780305
608,37.4049868,-122.0780326
609,37.4047806,-122.0780382
610,37.4045708,-122.0780358
611,37.4043617,-122.0780396
612,37.4041697,-122.0780402
613,37.4039407,-122.0780335
614,37.403674900000006,-122.07796783333333
615,37.40349031666666,-122.07796916666666
616,37.40331006666667,-122.07797450000001
617,37.40313928333333,-122.07798533333334
618,37.40297210000001,-122.07800333333334
619,37.40281456666666,-122.0780305
620,37.402664699999995,-122.0780615
621,37.40253005,-122.07809233333334
622,37.40240686666667,-122.07813316666667
623,37.40227673333333,-122.07818816666668
624,37.402166083333334,-122.0782455
625,37.40207115,-122.07829916666667
626,37.40196616666666,-122.07836216666668
627,37.401867483333334,-122.07843216666667
628,37.40176585,-122.07851116666667
629,37.40165255,-122.07861683333334
630,37.40153201666667,-122.07874199999999
631,37.40140346666667,-122.0788755
632,37.401281049999994,-122.079031
633,37.401162383333336,-122.07920466666668
634,37.40103976666667,-122.07939966666666
635,37.40091493333333,-122.07959083333331
636,37.40078763333334,-122.07977100000001
637,37.4006611,-122.07994266666668
638,37.400531783333335,-122.080099
639,37.400413449999995,-122.0802325
640,37.40030958333333,-122.08032233333333
641,37.400212016666664,-122.080411
642,37.4001401,-122.08047633333332
643,37.400091483333334,-122.08052483333334
644,37.40006768333333,-122.08055449999999
645,37.40006493333333,-122.08057133333332
646,37.400071616666665,-122.08057
647,37.4000717,-122.08055199999998
648,37.40006926666667,-122.08053999999998
649,37.400065266666665,-122.08053516666665
650,37.40006613333333,-122.08052866666667
651,37.4000665,-122.08052500000001
652,37.40006723333333,-122.08052333333332
653,37.400069933333334,-122.08052516666666
654,37.40006611666667,-122.080523
655,37.4000691,-122.08051666666667
656,37.40006223333333,-122.08051816666666
657,37.40004905,-122.08052583333334
658,37.40001423333333,-122.08054066666666
659,37.39996148333333,-122.08057083333333
660,37.39989686666667,-122.0806035
661,37.399824433333336,-122.0806465
662,37.3997438,-122.08069316666666
663,37.39965233333333,-122.08074483333333
664,37.3995552,-122.08080033333333
665,37.39944265,-122.08085866666667
666,37.39932236666667,-122.08091766666666
667,37.399191699999996,-122.08097516666666
668,37.39904856666667,-122.081028
669,37.398904333333334,-122.08107683333334
670,37.39876818333333,-122.08111949999999
671,37.398632283333335,-122.08116333333334
672,37.398487599999996,-122.08120400000001
673,37.39833753333333,-122.08124649999999
674,37.3981821,-122.08129616666665
675,37.39802675,-122.08134983333333
676,37.397871499999994,-122.08140550000002
677,37.397715999999996,-122.08147116666666
678,37.39756211666667,-122.0815405
679,37.3974139,-122.08161483333333
680,37.39727428333333,-122.08169316666665
681,37.39713776666667,-122.08177116666666
682,37.39701251666667,-122.08185016666667
683,37.396896016666666,-122.08193316666666
684,37.39678386666667,-122.08201633333334
685,37.396679733333336,-122.08210483333332
686,37.39658035,-122.08219366666665
687,37.39648331666667,-122.08228150000001
688,37.396384766666664,-122.08236600000001
689,37.39629036666667,-122.08244850000001
690,37.396198649999995,-122.08252599999999
691,37.3961126,-122.0825975
692,37.396038966666666,-122.08266033333332
693,37.3959863,-122.0827115
694,37.395951133333334,-122.08274683333333
695,37.39592246666667,-122.08275933333334
696,37.39590926666666,-122.082774
697,37.395901,-122.0827785
698,37.395906100000005,-122.08277783333332
699,37.395907666666666,-122.08277466666665
700,37.3959088,-122.08277116666667
701,37.39591108333333,-122.08277116666667
702,37.39590771666667,-122.0827715
703,37.395903966666665,-122.0827775
704,37.395894616666666,-122.0827825
705,37.3958887,-122.08278583333335
706,37.39588131666667,-122.082785
707,37.395878266666664,-122.08278333333334
708,37.3959682,-122.0828012
709,37.3959682,-122.0828012
710,37.3959682,-122.0828012
711,37.3959966,-122.0827702
712,37.3959682,-122.0828012
713,37.3959682,-122.0828012
714,37.3959682,-122.0828012
715,37.3959682,-122.0828012
716,37.3959682,-122.0828012
717,37.3959682,-122.0828012
718,37.3959966,-122.0827702
719,37.3959966,-122.0827702
720,37.3959966,-122.0827702
721,37.3959682,-122.0828012
722,37.3959682,-122.0828012
723,37.3959682,-122.0828012
724,37.3959682,-122.0828012
725,37.3959682,-122.0828012
726,37.395864833333334,-122.08278200000001
727,37.39586315,-122.08278333333334
728,37.395863733333336,-122.08278550000001
729,37.3958578,-122.08278550000001
730,37.39584498333333,-122.08279383333333
731,37.395822849999995,-122.08281316666668
732,37.395885147683096,-122.08287757745958
733,37.39575131666666,-122.08288433333334
734,37.395700416666664,-122.08292833333334
735,37.395645916666666,-122.0829785
736,37.395596266666665,-122.08302033333332
737,37.39555918333333,-122.08304799999999
738,37.3956395,-122.0830807
739,37.3956124,-122.0831059
740,37.3956774,-122.0830544
741,37.395680617904404,-122.08305073118562
742,37.3957921,-122.0829608
743,37.3958668,-122.0828966
744,37.3959682,-122.0828012
745,37.3960587,-122.0827149
746,37.3961563,-122.0826216
747,37.3963003,-122.0824828
748,37.396486630950584,-122.08232531067641
749,37.3965991,-122.0822319
750,37.396741698540104,-122.08211629138742
751,37.3968918,-122.0820017
752,37.39703438527979,-122.08190087226865
753,37.39719973262174,-122.08179318131869
754,37.3973743,-122.0816887
755,37.3975238,-122.0816064
756,37.3976742,-122.0815299
757,37.3978933,-122.0814393
758,37.3980792,-122.0813657
759,37.3982866,-122.0812863
760,37.3985128,-122.0812141
761,37.3986703,-122.0811566
762,37.3988639,-122.0810849
763,37.3990252,-122.0810286
764,37.3990783,-122.0810068
765,37.399228,-122.0809537
766,37.3993504,-122.0809068
767,37.3994998,-122.0808442
768,37.3995972,-122.0807978
769,37.3997308,-122.0807275
770,37.399816,-122.0806792
771,37.3999105,-122.080623
772,37.4000124,-122.0805582
773,37.4001214,-122.0804875
774,37.4002349,-122.0804083
775,37.4004235,-122.0802508
776,37.400531,-122.0801389
777,37.400615,-122.0800429
778,37.4007171,-122.07991
779,37.40079201031002,-122.0798013971106
780,37.4009094,-122.0796321
781,37.4009997,-122.0794933
782,37.4011064,-122.079328
783,37.4011735,-122.0792337
784,37.4012551,-122.0791246
785,37.401296,-122.0790659
786,37.4013658,-122.0789801
787,37.4014713,-122.0788616
788,37.4014585,-122.0788798
789,37.4014713,-122.0788616
790,37.4015038,-122.0788262
791,37.4015251,-122.0788035
792,37.4015511,-122.0787762
793,37.401600106202615,-122.07872981345578
794,37.4016111,-122.0787158
795,37.4016343,-122.0786997
796,37.4016343,-122.0786997
797,37.4015913,-122.078741
798,37.401645,-122.078688
799,37.401645,-122.078688
800,37.401645,-122.078688
