tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees
2021-08-12-US-MTV-1/GooglePixel4,1628799690646,37.3780925625,-122.0693477765
2021-08-12-US-MTV-1/GooglePixel4,1628799691644,37.3779904925,-122.069351332333
2021-08-12-US-MTV-1/GooglePixel4,1628799692655,37.3778710598333,-122.069271069333
2021-08-12-US-MTV-1/GooglePixel4,1628799693646,37.3777609171667,-122.069257031667
2021-08-12-US-MTV-1/GooglePixel4,1628799694658,37.377655442,-122.069173372167
2021-08-12-US-MTV-1/GooglePixel4,1628799695646,37.3775497843333,-122.069094420333
2021-08-12-US-MTV-1/GooglePixel4,1628799696644,37.3774572198333,-122.068997039167
2021-08-12-US-MTV-1/GooglePixel4,1628799697655,37.377366364,-122.068902725667
2021-08-12-US-MTV-1/GooglePixel4,1628799698644,37.3772665565,-122.068756024167
2021-08-12-US-MTV-1/GooglePixel4,1628799699634,37.3771602418333,-122.068650602833
2021-08-12-US-MTV-1/GooglePixel4,1628799700643,37.3770523445,-122.068544473333
2021-08-12-US-MTV-1/GooglePixel4,1628799701638,37.3769330545,-122.068445082167
2021-08-12-US-MTV-1/GooglePixel4,1628799702654,37.3768030293333,-122.068372765333
2021-08-12-US-MTV-1/GooglePixel4,1628799703648,37.3766668351667,-122.068302741167
2021-08-12-US-MTV-1/GooglePixel4,1628799704659,37.3765288773333,-122.068279709833
2021-08-12-US-MTV-1/GooglePixel4,1628799705645,37.3763869838333,-122.068244041167
2021-08-12-US-MTV-1/GooglePixel4,1628799706641,37.3762352471667,-122.068235087667
2021-08-12-US-MTV-1/GooglePixel4,1628799707653,37.3760840546667,-122.068252950167
2021-08-12-US-MTV-1/GooglePixel4,1628799708640,37.3759173116667,-122.068256722833
2021-08-12-US-MTV-1/GooglePixel4,1628799709660,37.3757432238333,-122.0682672225
2021-08-12-US-MTV-1/GooglePixel4,1628799710646,37.3755651541667,-122.068285144833
2021-08-12-US-MTV-1/GooglePixel4,1628799711646,37.37538151,-122.068288701833
2021-08-12-US-MTV-1/GooglePixel4,1628799712645,37.37538151,-122.068288701833
2021-08-12-US-MTV-1/GooglePixel4,1628799713646,37.3751997753333,-122.0682957805
2021-08-12-US-MTV-1/GooglePixel4,1628799714659,37.3749790761667,-122.068278498
2021-08-12-US-MTV-1/GooglePixel4,1628799715644,37.3747752486667,-122.068281250833
2021-08-12-US-MTV-1/GooglePixel4,1628799716641,37.3745357866667,-122.068210570833
2021-08-12-US-MTV-1/GooglePixel4,1628799717657,37.3743130696667,-122.0681680035
2021-08-12-US-MTV-1/GooglePixel4,1628799718647,37.3740821731667,-122.068115438167
2021-08-12-US-MTV-1/GooglePixel4,1628799719638,37.3738556726667,-122.068058797
2021-08-12-US-MTV-1/GooglePixel4,1628799720665,37.3736362,-122.067983677667
2021-08-12-US-MTV-1/GooglePixel4,1628799721659,37.3733514703333,-122.067859761333
2021-08-12-US-MTV-1/GooglePixel4,1628799722651,37.3731172278333,-122.067748779333
2021-08-12-US-MTV-1/GooglePixel4,1628799723667,37.3728846835,-122.067632737167
2021-08-12-US-MTV-1/GooglePixel4,1628799724659,37.3726522941667,-122.067500492667
2021-08-12-US-MTV-1/GooglePixel4,1628799725665,37.3724103786667,-122.067365503
2021-08-12-US-MTV-1/GooglePixel4,1628799726661,37.372171872,-122.067232246167
2021-08-12-US-MTV-1/GooglePixel4,1628799727649,37.3719351268333,-122.067091692333
2021-08-12-US-MTV-1/GooglePixel4,1628799728659,37.3716955971667,-122.066946281333
2021-08-12-US-MTV-1/GooglePixel4,1628799729653,37.371465213,-122.066805583333
2021-08-12-US-MTV-1/GooglePixel4,1628799730641,37.371231771,-122.066671306333
2021-08-12-US-MTV-1/GooglePixel4,1628799731652,37.3709988633333,-122.0665243505
2021-08-12-US-MTV-1/GooglePixel4,1628799732651,37.3707699771667,-122.066379129833
2021-08-12-US-MTV-1/GooglePixel4,1628799733662,37.370530014,-122.066225867
2021-08-12-US-MTV-1/GooglePixel4,1628799734652,37.3702914588333,-122.066076549667
2021-08-12-US-MTV-1/GooglePixel4,1628799735666,37.3700534811667,-122.065931515
2021-08-12-US-MTV-1/GooglePixel4,1628799736656,37.3698136253333,-122.065787751667
2021-08-12-US-MTV-1/GooglePixel4,1628799737674,37.3695682718333,-122.065641840667
2021-08-12-US-MTV-1/GooglePixel4,1628799738665,37.3693273283333,-122.065494728167
2021-08-12-US-MTV-1/GooglePixel4,1628799739657,37.3690825261667,-122.065340834167
2021-08-12-US-MTV-1/GooglePixel4,1628799740665,37.3688416461667,-122.065197454667
2021-08-12-US-MTV-1/GooglePixel4,1628799741658,37.3685943355,-122.065050390333
2021-08-12-US-MTV-1/GooglePixel4,1628799742649,37.3683502726667,-122.064905889833
2021-08-12-US-MTV-1/GooglePixel4,1628799743644,37.3681004218333,-122.0647523335
2021-08-12-US-MTV-1/GooglePixel4,1628799744659,37.36785226,-122.064606694
2021-08-12-US-MTV-1/GooglePixel4,1628799745645,37.3676038556667,-122.064460091667
2021-08-12-US-MTV-1/GooglePixel4,1628799746643,37.3673552905,-122.064314231667
2021-08-12-US-MTV-1/GooglePixel4,1628799747655,37.3670976963333,-122.064139393333
2021-08-12-US-MTV-1/GooglePixel4,1628799748647,37.3668406983333,-122.063981593667
2021-08-12-US-MTV-1/GooglePixel4,1628799749656,37.3665890948333,-122.063829046167
2021-08-12-US-MTV-1/GooglePixel4,1628799750640,37.3663336415,-122.063682609833
2021-08-12-US-MTV-1/GooglePixel4,1628799751658,37.3660891863333,-122.06359328
2021-08-12-US-MTV-1/GooglePixel4,1628799752674,37.3658364328333,-122.063491579
2021-08-12-US-MTV-1/GooglePixel4,1628799753668,37.3655632926667,-122.063330809
2021-08-12-US-MTV-1/GooglePixel4,1628799754653,37.3652996168333,-122.063246445
2021-08-12-US-MTV-1/GooglePixel4,1628799755645,37.3650332261667,-122.063161697667
2021-08-12-US-MTV-1/GooglePixel4,1628799756637,37.3647724855,-122.0630986025
2021-08-12-US-MTV-1/GooglePixel4,1628799757656,37.3645004086667,-122.063085637667
2021-08-12-US-MTV-1/GooglePixel4,1628799758645,37.364233833,-122.063049867333
2021-08-12-US-MTV-1/GooglePixel4,1628799759657,37.3639640786667,-122.063028358167
2021-08-12-US-MTV-1/GooglePixel4,1628799760643,37.3636933161667,-122.063041301667
2021-08-12-US-MTV-1/GooglePixel4,1628799761634,37.3634191038333,-122.063041581333
2021-08-12-US-MTV-1/GooglePixel4,1628799762649,37.3631438708333,-122.063044773667
2021-08-12-US-MTV-1/GooglePixel4,1628799763645,37.3628689295,-122.063045927333
2021-08-12-US-MTV-1/GooglePixel4,1628799764658,37.362595985,-122.063056488167
2021-08-12-US-MTV-1/GooglePixel4,1628799765644,37.3623249286667,-122.063071895333
2021-08-12-US-MTV-1/GooglePixel4,1628799766638,37.3620493758333,-122.063057469167
2021-08-12-US-MTV-1/GooglePixel4,1628799767646,37.3617742991667,-122.063054856333
2021-08-12-US-MTV-1/GooglePixel4,1628799768638,37.3614979091667,-122.0630691565
2021-08-12-US-MTV-1/GooglePixel4,1628799769634,37.3612191185,-122.063059585833
2021-08-12-US-MTV-1/GooglePixel4,1628799770645,37.3609438898333,-122.063065632167
2021-08-12-US-MTV-1/GooglePixel4,1628799771639,37.3606720255,-122.063065135667
2021-08-12-US-MTV-1/GooglePixel4,1628799772655,37.3603975266667,-122.063056883167
2021-08-12-US-MTV-1/GooglePixel4,1628799773648,37.3601293156667,-122.0630692055
2021-08-12-US-MTV-1/GooglePixel4,1628799774658,37.3598557371667,-122.063067980167
2021-08-12-US-MTV-1/GooglePixel4,1628799775645,37.3595901176667,-122.063075622833
2021-08-12-US-MTV-1/GooglePixel4,1628799776637,37.3593192445,-122.0630552695
2021-08-12-US-MTV-1/GooglePixel4,1628799777649,37.359062365,-122.063053724333
2021-08-12-US-MTV-1/GooglePixel4,1628799778648,37.3587862595,-122.062996990833
2021-08-12-US-MTV-1/GooglePixel4,1628799779659,37.3585193926667,-122.0629664795
2021-08-12-US-MTV-1/GooglePixel4,1628799780645,37.358264873,-122.062929836
2021-08-12-US-MTV-1/GooglePixel4,1628799781637,37.3580101288333,-122.062899317
2021-08-12-US-MTV-1/GooglePixel4,1628799782656,37.3577608588333,-122.062864213667
2021-08-12-US-MTV-1/GooglePixel4,1628799783642,37.3575005793333,-122.062826349833
2021-08-12-US-MTV-1/GooglePixel4,1628799784658,37.3572404155,-122.062765816333
2021-08-12-US-MTV-1/GooglePixel4,1628799785645,37.356980476,-122.062700626833
2021-08-12-US-MTV-1/GooglePixel4,1628799786636,37.356726358,-122.062637447167
2021-08-12-US-MTV-1/GooglePixel4,1628799787649,37.3564725491667,-122.062560381833
2021-08-12-US-MTV-1/GooglePixel4,1628799788641,37.3562239276667,-122.0624860645
2021-08-12-US-MTV-1/GooglePixel4,1628799789652,37.3559780785,-122.062405738167
2021-08-12-US-MTV-1/GooglePixel4,1628799790644,37.35573821,-122.0623213395
2021-08-12-US-MTV-1/GooglePixel4,1628799791637,37.3555018991667,-122.062235720667
2021-08-12-US-MTV-1/GooglePixel4,1628799792652,37.3552644211667,-122.062155528167
2021-08-12-US-MTV-1/GooglePixel4,1628799793663,37.355032054,-122.062069226167
2021-08-12-US-MTV-1/GooglePixel4,1628799794658,37.3548106386667,-122.061981286333
2021-08-12-US-MTV-1/GooglePixel4,1628799795664,37.3545926186667,-122.0618970215
2021-08-12-US-MTV-1/GooglePixel4,1628799796657,37.3543802461667,-122.061816948667
2021-08-12-US-MTV-1/GooglePixel4,1628799797673,37.3541701776667,-122.061742226
2021-08-12-US-MTV-1/GooglePixel4,1628799798669,37.3539784716667,-122.0616666985
2021-08-12-US-MTV-1/GooglePixel4,1628799799656,37.353805419,-122.061599544667
2021-08-12-US-MTV-1/GooglePixel4,1628799800663,37.3536437211667,-122.061537980333
2021-08-12-US-MTV-1/GooglePixel4,1628799801657,37.353498762,-122.061471818833
2021-08-12-US-MTV-1/GooglePixel4,1628799802651,37.3533600465,-122.061417387667
2021-08-12-US-MTV-1/GooglePixel4,1628799803656,37.3532338531667,-122.061368777833
2021-08-12-US-MTV-1/GooglePixel4,1628799804659,37.3531178543333,-122.061328462333
2021-08-12-US-MTV-1/GooglePixel4,1628799805662,37.353013783,-122.061290948833
2021-08-12-US-MTV-1/GooglePixel4,1628799806655,37.3529184511667,-122.061258362667
2021-08-12-US-MTV-1/GooglePixel4,1628799807675,37.3528395753333,-122.0612322815
2021-08-12-US-MTV-1/GooglePixel4,1628799808665,37.3527793758333,-122.061209459667
2021-08-12-US-MTV-1/GooglePixel4,1628799809657,37.3527254618333,-122.061198823
2021-08-12-US-MTV-1/GooglePixel4,1628799810664,37.352689022,-122.061194174
2021-08-12-US-MTV-1/GooglePixel4,1628799811657,37.35266077,-122.061192182
2021-08-12-US-MTV-1/GooglePixel4,1628799812651,37.35264637,-122.061193077167
2021-08-12-US-MTV-1/GooglePixel4,1628799813647,37.352638133,-122.0611880335
2021-08-12-US-MTV-1/GooglePixel4,1628799814659,37.352639691,-122.061189415
2021-08-12-US-MTV-1/GooglePixel4,1628799815644,37.3526414505,-122.061184611333
2021-08-12-US-MTV-1/GooglePixel4,1628799816636,37.352641055,-122.061183869167
2021-08-12-US-MTV-1/GooglePixel4,1628799817654,37.3526398688333,-122.061187590333
2021-08-12-US-MTV-1/GooglePixel4,1628799818646,37.3526394916667,-122.061184305167
2021-08-12-US-MTV-1/GooglePixel4,1628799819657,37.3526313276667,-122.061187277333
2021-08-12-US-MTV-1/GooglePixel4,1628799820644,37.3526270406667,-122.0611905135
2021-08-12-US-MTV-1/GooglePixel4,1628799821637,37.352618578,-122.061195140667
2021-08-12-US-MTV-1/GooglePixel4,1628799822655,37.3526170031667,-122.0611975635
2021-08-12-US-MTV-1/GooglePixel4,1628799823646,37.3526166705,-122.061194413167
2021-08-12-US-MTV-1/GooglePixel4,1628799824657,37.3526166341667,-122.061194049333
2021-08-12-US-MTV-1/GooglePixel4,1628799825645,37.3526175025,-122.061191751667
2021-08-12-US-MTV-1/GooglePixel4,1628799826636,37.3526227796667,-122.061187997833
2021-08-12-US-MTV-1/GooglePixel4,1628799827654,37.3526254443333,-122.061190027667
2021-08-12-US-MTV-1/GooglePixel4,1628799828646,37.3526284365,-122.061187567
2021-08-12-US-MTV-1/GooglePixel4,1628799829659,37.352630556,-122.0611846375
2021-08-12-US-MTV-1/GooglePixel4,1628799830645,37.3526270451667,-122.061187936167
2021-08-12-US-MTV-1/GooglePixel4,1628799831636,37.3526285383333,-122.061185967167
2021-08-12-US-MTV-1/GooglePixel4,1628799832655,37.3526244308333,-122.0611858195
2021-08-12-US-MTV-1/GooglePixel4,1628799833648,37.3526126798333,-122.061182356833
2021-08-12-US-MTV-1/GooglePixel4,1628799834658,37.3525821458333,-122.061178878
2021-08-12-US-MTV-1/GooglePixel4,1628799835646,37.3525225283333,-122.061173314833
2021-08-12-US-MTV-1/GooglePixel4,1628799836636,37.3524602895,-122.0611622335
2021-08-12-US-MTV-1/GooglePixel4,1628799837656,37.3523820243333,-122.061143217667
2021-08-12-US-MTV-1/GooglePixel4,1628799838646,37.3522984035,-122.061108915
2021-08-12-US-MTV-1/GooglePixel4,1628799839658,37.3522269448333,-122.061053771667
2021-08-12-US-MTV-1/GooglePixel4,1628799840665,37.3521794376667,-122.060962205333
2021-08-12-US-MTV-1/GooglePixel4,1628799841656,37.3521436475,-122.0608741125
2021-08-12-US-MTV-1/GooglePixel4,1628799842649,37.3521379676667,-122.060764450333
2021-08-12-US-MTV-1/GooglePixel4,1628799843659,37.3521379676667,-122.060764450333
2021-08-12-US-MTV-1/GooglePixel4,1628799844756,37.3521379676667,-122.060764450333
2021-08-12-US-MTV-1/GooglePixel4,1628799846440,37.3521391671667,-122.060660123
2021-08-12-US-MTV-1/GooglePixel4,1628799847440,37.3521230201667,-122.060551064
2021-08-12-US-MTV-1/GooglePixel4,1628799848440,37.352132306,-122.060562454833
2021-08-12-US-MTV-1/GooglePixel4,1628799849440,37.3521357248333,-122.060521278
2021-08-12-US-MTV-1/GooglePixel4,1628799850440,37.3521201705,-122.060483423333
2021-08-12-US-MTV-1/GooglePixel4,1628799851440,37.3521091323333,-122.060451320833
2021-08-12-US-MTV-1/GooglePixel4,1628799852440,37.3521002471667,-122.060457174667
2021-08-12-US-MTV-1/GooglePixel4,1628799853440,37.35209705,-122.060442125167
2021-08-12-US-MTV-1/GooglePixel4,1628799854440,37.3520924886667,-122.060426249167
2021-08-12-US-MTV-1/GooglePixel4,1628799855440,37.3520892106667,-122.060417377167
2021-08-12-US-MTV-1/GooglePixel4,1628799856440,37.352084873,-122.0604184105
2021-08-12-US-MTV-1/GooglePixel4,1628799857440,37.352083688,-122.060414380167
2021-08-12-US-MTV-1/GooglePixel4,1628799858440,37.3520836216667,-122.060400901833
2021-08-12-US-MTV-1/GooglePixel4,1628799859440,37.3520844096667,-122.060391204333
2021-08-12-US-MTV-1/GooglePixel4,1628799860440,37.3520807441667,-122.060378136667
2021-08-12-US-MTV-1/GooglePixel4,1628799861440,37.35207949,-122.0603645785
2021-08-12-US-MTV-1/GooglePixel4,1628799862440,37.3520794196667,-122.060357605
2021-08-12-US-MTV-1/GooglePixel4,1628799863440,37.3520795388333,-122.060354431
2021-08-12-US-MTV-1/GooglePixel4,1628799864440,37.3520769971667,-122.060348190667
2021-08-12-US-MTV-1/GooglePixel4,1628799865440,37.3520720281667,-122.060348400333
2021-08-12-US-MTV-1/GooglePixel4,1628799866440,37.3520699225,-122.060348998833
2021-08-12-US-MTV-1/GooglePixel4,1628799867440,37.3520696338333,-122.060351062833
2021-08-12-US-MTV-1/GooglePixel4,1628799868440,37.3520668868333,-122.0603501515
2021-08-12-US-MTV-1/GooglePixel4,1628799869440,37.3520653406667,-122.060352552667
2021-08-12-US-MTV-1/GooglePixel4,1628799870440,37.3520648965,-122.0603516745
2021-08-12-US-MTV-1/GooglePixel4,1628799871440,37.3520630946667,-122.060357688
2021-08-12-US-MTV-1/GooglePixel4,1628799872440,37.352062619,-122.060360012333
2021-08-12-US-MTV-1/GooglePixel4,1628799873440,37.3520649063333,-122.060347655667
2021-08-12-US-MTV-1/GooglePixel4,1628799874440,37.3520656668333,-122.060344922833
2021-08-12-US-MTV-1/GooglePixel4,1628799875440,37.3520682331667,-122.060339032
2021-08-12-US-MTV-1/GooglePixel4,1628799876440,37.3520674198333,-122.060329932833
2021-08-12-US-MTV-1/GooglePixel4,1628799877440,37.3520686595,-122.060327336167
2021-08-12-US-MTV-1/GooglePixel4,1628799878440,37.3520730776667,-122.060321589167
2021-08-12-US-MTV-1/GooglePixel4,1628799879440,37.3520809041667,-122.060320838833
2021-08-12-US-MTV-1/GooglePixel4,1628799880440,37.3520833043333,-122.0603214275
2021-08-12-US-MTV-1/GooglePixel4,1628799881440,37.3520800213333,-122.060318131167
2021-08-12-US-MTV-1/GooglePixel4,1628799882440,37.3520798191667,-122.060314600333
2021-08-12-US-MTV-1/GooglePixel4,1628799883440,37.3520788775,-122.060313529
2021-08-12-US-MTV-1/GooglePixel4,1628799884440,37.3520814385,-122.060311220167
2021-08-12-US-MTV-1/GooglePixel4,1628799885440,37.3520850688333,-122.060310854667
2021-08-12-US-MTV-1/GooglePixel4,1628799886440,37.3520839958333,-122.060302837833
2021-08-12-US-MTV-1/GooglePixel4,1628799887440,37.3520837698333,-122.060287145167
2021-08-12-US-MTV-1/GooglePixel4,1628799888440,37.352093265,-122.060253159167
2021-08-12-US-MTV-1/GooglePixel4,1628799889440,37.3521178523333,-122.060222333333
2021-08-12-US-MTV-1/GooglePixel4,1628799890440,37.3521715988333,-122.060192861833
2021-08-12-US-MTV-1/GooglePixel4,1628799891440,37.3521715988333,-122.060192861833
2021-08-12-US-MTV-1/GooglePixel4,1628799892655,37.3521715988333,-122.060192861833
2021-08-12-US-MTV-1/GooglePixel4,1628799893642,37.3522229478333,-122.060191308667
2021-08-12-US-MTV-1/GooglePixel4,1628799894660,37.3523104946667,-122.060211939167
