,LatitudeDegrees,LongitudeDegrees
170,37.5401909,-121.9233245
171,37.5422699,-121.9257143
172,37.5426691,-121.923742
173,37.5421034,-121.925722
174,37.5420636,-121.9257172
175,37.5419756,-121.9256774
176,37.541923,-121.9255921
177,37.5418763,-121.9254583
178,37.5418673,-121.9253578
179,37.5418733,-121.9252099
180,37.5419079,-121.9250534
181,37.541944,-121.9249159
182,37.5420064,-121.9246788
183,37.54205,-121.9245233
184,37.5420839,-121.9244332
185,37.5421508,-121.9243242
186,37.5422425,-121.9242094
187,37.5423455,-121.9241023
188,37.5424177,-121.9240264
189,37.5424561,-121.9239733
190,37.5424839,-121.9238993
191,37.5425553,-121.9237334
192,37.5426019,-121.923667
193,37.542629,-121.9236632
194,37.5426598,-121.9236812
195,37.5426697,-121.9237078
196,37.5420181,-121.9257021
197,37.5408495,-121.923676
198,37.5409028,-121.9236085
199,37.5406919,-121.9235582
200,37.5402431,-121.9232926
201,37.5401515,-121.9232829
202,37.5401275,-121.9233091
203,37.5399509,-121.9235033
204,37.5399253,-121.9235347
205,37.5399115,-121.9235825
206,37.5399096,-121.9236085
207,37.5399257,-121.9236766
208,37.5404655,-121.9240509
209,37.5399169,-121.9236506
210,37.5399164,-121.9235586
211,37.5404782,-121.92346
212,37.5402823,-121.9233279
213,37.5415071,-121.9227237
214,37.5414703,-121.9226793
215,37.5414658,-121.9226852
216,37.5414172,-121.9226266
217,37.5414231,-121.9226188
218,37.5413885,-121.922577
219,37.5414295,-121.9225229
220,37.5414563,-121.9225552
221,37.5414962,-121.9225026
222,37.5415353,-121.9225498
223,37.5415407,-121.9225427
224,37.5415666,-121.9225741
225,37.5412925,-121.9229536
226,37.5413103,-121.9229868
227,37.5412615,-121.9230283
228,37.5412526,-121.9230116
229,37.5412452,-121.9230178
230,37.5411823,-121.9229005
231,37.5411872,-121.9228963
232,37.5411589,-121.9228435
233,37.5412129,-121.9227974
234,37.5411944,-121.9227629
235,37.5412451,-121.9227197
236,37.541346,-121.9229079
237,37.5408674,-121.9229268
238,37.5409227,-121.922918
239,37.5409271,-121.9229619
240,37.5409945,-121.9229512
241,37.5410008,-121.9230139
242,37.5410077,-121.9230128
243,37.541013,-121.9230664
244,37.5410067,-121.9230674
245,37.5410173,-121.9231733
246,37.5409558,-121.9231831
247,37.5409522,-121.9231471
248,37.5408984,-121.9231556
249,37.5408978,-121.9231497
250,37.5408898,-121.923151
251,37.5415555,-121.9225887
252,37.5416011,-121.9226437
253,37.5415668,-121.922689
254,37.5415494,-121.922668
255,37.5405589,-121.9229437
256,37.5406093,-121.9229542
257,37.5406114,-121.9229387
258,37.5406318,-121.922943
259,37.5406297,-121.9229589
260,37.5406795,-121.9229693
261,37.5406598,-121.9231187
262,37.5406537,-121.9231174
263,37.5406461,-121.9231746
264,37.5405942,-121.9231637
265,37.5405953,-121.9231555
266,37.5405586,-121.9231478
267,37.5405601,-121.9231365
268,37.5405343,-121.9231311
269,37.5406789,-121.9228547
270,37.5406985,-121.9228387
271,37.5407094,-121.9228419
272,37.5407234,-121.9228691
273,37.5407207,-121.9228847
274,37.5407021,-121.9228999
275,37.5406116,-121.9229223
276,37.540559,-121.9229106
277,37.5405664,-121.9228579
278,37.540619,-121.9228697
279,37.5414779,-121.9227498
280,37.5414294,-121.9228041
281,37.5414352,-121.9228124
282,37.541444,-121.9228025
283,37.5414552,-121.9228184
284,37.5413898,-121.9228916
285,37.5413775,-121.9228741
286,37.5413911,-121.9228588
287,37.5413492,-121.9227993
288,37.5413409,-121.9228086
289,37.541315,-121.9227718
290,37.5413205,-121.9227656
291,37.5412895,-121.9227216
292,37.5413146,-121.9226935
293,37.5412898,-121.9226583
294,37.541359,-121.9225808
295,37.5406163,-121.9222577
296,37.5406381,-121.9222305
297,37.5406131,-121.9221987
298,37.5406028,-121.9222117
299,37.5405761,-121.9221777
300,37.5406747,-121.9220546
301,37.5407641,-121.9221686
302,37.5406883,-121.9222632
303,37.5406915,-121.9222673
304,37.5406573,-121.92231
305,37.5407879,-121.9226027
306,37.5406706,-121.9225601
307,37.540672,-121.9225538
308,37.5406183,-121.9225343
309,37.5406202,-121.922526
310,37.5406134,-121.9225235
311,37.5406264,-121.922467
312,37.5406162,-121.9224633
313,37.5406189,-121.9224516
314,37.5406023,-121.9224455
315,37.5406179,-121.9223771
316,37.5407009,-121.9224072
317,37.5407029,-121.9223984
318,37.5407457,-121.922414
319,37.5407436,-121.9224235
320,37.5407895,-121.9224402
321,37.5407705,-121.9225237
322,37.5408032,-121.9225356
323,37.5411979,-121.9230436
324,37.5411809,-121.9230531
325,37.5411846,-121.9230638
326,37.5411499,-121.9230832
327,37.5411586,-121.9231081
328,37.5410821,-121.9231509
329,37.5410746,-121.9231297
330,37.5410903,-121.9231209
331,37.5410654,-121.9230501
332,37.5410561,-121.9230553
333,37.5410385,-121.9230056
334,37.5410445,-121.9230022
335,37.5410257,-121.9229489
336,37.5410834,-121.9229166
337,37.5410688,-121.9228751
338,37.541127,-121.9228425
339,37.5404979,-121.92275
340,37.5405141,-121.9226832
341,37.5405029,-121.9226789
342,37.5405056,-121.922668
343,37.5404837,-121.9226595
344,37.5405001,-121.9225923
345,37.5405212,-121.9226004
346,37.5405283,-121.9225711
347,37.5405469,-121.9225783
348,37.5405403,-121.9226054
349,37.5405795,-121.9226205
350,37.5405811,-121.9226136
351,37.5406309,-121.9226328
352,37.5406293,-121.9226393
353,37.5406737,-121.9226564
354,37.5406538,-121.9227385
355,37.5406885,-121.9227519
356,37.5406726,-121.9228175
357,37.5407669,-121.9231941
358,37.5407675,-121.9231838
359,37.54076,-121.9231831
360,37.540759,-121.9232009
361,37.5407322,-121.9231986
362,37.5407331,-121.9231809
363,37.5407133,-121.9231791
364,37.5407245,-121.9229784
365,37.5407978,-121.9229849
366,37.5407974,-121.9229917
367,37.5408392,-121.9229954
368,37.5408279,-121.9231995
369,37.5438173,-121.9211942
370,37.5436049,-121.9213853
371,37.5422884,-121.9232101
372,37.5435028,-121.9214858
373,37.5433,-121.9216986
374,37.5442644,-121.9208503
375,37.5437957,-121.9213939
376,37.5441522,-121.9209302
377,37.5439284,-121.9211021
378,37.5488109,-121.9194563
379,37.5495629,-121.9191182
380,37.5484222,-121.9195743
381,37.5476305,-121.9196967
382,37.544256,-121.9205723
383,37.5443759,-121.9204956
384,37.5434669,-121.9212062
385,37.5433628,-121.9213085
386,37.552139,-121.9177334
387,37.5537326,-121.9168768
388,37.5506603,-121.9185269
389,37.5448667,-121.9202237
390,37.5436834,-121.9210073
391,37.5430589,-121.9216353
392,37.5538534,-121.9168094
393,37.5526286,-121.9174708
394,37.5489347,-121.9194127
395,37.553972,-121.9167423
396,37.5501733,-121.9187892
397,37.5446184,-121.9203514
398,37.5462962,-121.9198043
399,37.5437964,-121.9209105
400,37.5441348,-121.9206556
401,37.5543384,-121.916523
402,37.5542186,-121.9165957
403,37.5477633,-121.9196838
404,37.5496845,-121.9190517
405,37.5461626,-121.9198217
406,37.5485539,-121.9195377
407,37.546832,-121.9197593
408,37.5493163,-121.9192457
409,37.5451198,-121.9201139
410,37.5439079,-121.920821
411,37.5431553,-121.9215277
412,37.545766,-121.9199004
413,37.5480278,-121.9196531
414,37.5458982,-121.9198704
415,37.546563,-121.9197799
416,37.5449914,-121.9201678
417,37.5499326,-121.918919
418,37.5491925,-121.9193038
419,37.5455058,-121.919974
420,37.5481609,-121.9196324
421,37.546697,-121.9197688
422,37.5412803,-121.9236538
423,37.5453762,-121.920016
424,37.5511557,-121.918261
425,37.5469088,-121.9200039
426,37.5489819,-121.919659
427,37.546648,-121.9200215
428,37.5491049,-121.9196099
429,37.5484701,-121.9198229
430,37.5482122,-121.9198798
431,37.5494746,-121.9194384
432,37.5446189,-121.9206267
433,37.5453549,-121.9202845
434,37.5456061,-121.9202
435,37.5463863,-121.9200446
436,37.5444993,-121.920697
437,37.5467766,-121.9200122
438,37.5478202,-121.9199412
439,37.5488535,-121.9197056
440,37.5459978,-121.920104
441,37.5458672,-121.9201318
442,37.545104,-121.9203832
443,37.5485995,-121.9197874
444,37.5449811,-121.9204382
445,37.5480821,-121.9199041
446,37.5462546,-121.9200613
447,37.544739,-121.9205599
448,37.5454826,-121.9202394
449,37.5493519,-121.9194987
